notice_id,candidate_count,portal_id
N001169,2,P002
N001177,0,P094
N001185,0,P006
N001193,0,P020
N001201,0,P005
N001209,0,P136
N001217,4,P057
N001225,2,P236
N001233,0,P094
N001241,1,P020
N001249,0,P094
N001257,1,P002
N001265,5,P211
N001273,6,P116
N001281,0,P094
N001289,0,P005
N001297,2,P005
N001305,4,P166
N001313,0,P233
N001321,2,P006
N001329,0,P006
N001337,0,P181
N001345,0,P003
N001353,0,P094
N001361,2,P020
N001369,3,P003
N001377,0,P229
N001385,4,P240
N001393,2,P094
N001401,0,P184
N001409,1,P189
N001417,0,P003
N001425,2,P102
N001433,3,P004
N001441,3,P094
N001449,1,P046
N001457,0,P071
N001465,1,P144
N001473,0,P001
N001481,0,P004
N001489,2,P094
N001497,2,P003
N001505,6,P260
N001513,0,P147
N001521,0,P005
N001529,3,P172
N001537,0,P097
N001545,2,P094
N001553,0,P091
N001561,0,P005
N001569,2,P120
N001577,0,P002
N001585,0,P138
N001593,1,P005
N001601,0,P002
N001609,1,P194
N001617,0,P120
N001625,1,P209
N001633,1,P221
N001641,0,P094
N001649,0,P094
N001657,3,P129
N001665,6,P002
N001673,0,P003
N001681,0,P003
N001689,0,P094
N001697,1,P001
N001705,1,P020
N001713,0,P240
N001721,0,P001
N001729,1,P002
N001737,5,P003
N001745,0,P005
N001753,1,P242
N001761,1,P168
N001769,0,P005
N001777,2,P006
N001785,6,P003
N001793,0,P005
N001801,2,P006
N001809,4,P026
N001817,0,P001
N001825,0,P006
N001833,6,P003
N001841,0,P004
N001849,1,P094
N001857,0,P001
N001865,2,P214
N001873,2,P094
N001881,1,P240
N001889,0,P001
N001897,4,P003
N001905,2,P001
N001913,0,P012
N001921,0,P215
N001929,0,P006
N001937,0,P002
N001945,1,P071
N001953,1,P004
N001961,0,P005
N001969,0,P094
N001977,0,P002
N001985,0,P094
N001993,7,P094
N002001,0,P004
N002009,1,P002
N002017,0,P004
N002025,1,P006
N002033,6,P020
N002041,0,P215
N002049,0,P086
N002057,1,P003
N002065,0,P004
N002073,3,P203
N002081,0,P044
N002089,5,P228
N002097,0,P001
N002105,3,P006
N002113,8,P122
N002121,3,P020
N002129,3,P094
N002137,0,P094
N002145,0,P001
N002153,0,P002
N002161,1,P259
N002169,5,P159
N002177,1,P005
N002185,0,P211
N002193,1,P094
N002201,5,P061
N002209,2,P094
N002217,0,P006
N002225,0,P136
N002233,0,P001
N002241,2,P241
N002249,0,P020
N002257,4,P004
N002265,1,P214
N002273,2,P028
N002281,1,P227
N002289,0,P004
N002297,0,P001
N002305,0,P002
N002313,1,P002
N002321,4,P246
N002329,0,P094
N002337,1,P006
N002345,3,P002
N002353,0,P001
N002361,0,P002
N002369,1,P222
N002377,0,P215
N002385,6,P112
N002393,0,P013
N002401,3,P089
N002409,1,P002
N002417,7,P089
N002425,1,P094
N002433,0,P005
N002441,2,P006
N002449,0,P025
N002457,1,P235
N002465,0,P229
N002473,5,P004
N002481,5,P181
N002489,7,P200
N002497,0,P005
N002505,7,P032
N002513,5,P005
N002521,0,P004
N002529,0,P005
N002537,5,P024
N002545,0,P005
N002553,0,P113
N002561,0,P002
N002569,2,P148
N002577,1,P180
N002585,0,P250
N002593,3,P004
N002601,4,P243
N002609,0,P002
N002617,2,P101
N002625,2,P002
N002633,1,P240
N002641,0,P094
N002649,3,P003
N002657,2,P003
N002665,1,P001
N002673,7,P003
N002681,0,P094
N002689,1,P003
N002697,1,P094
N002705,0,P058
N002713,1,P061
N002721,0,P003
N002729,0,P236
N002737,5,P006
N002745,1,P004
N002753,0,P107
N002761,0,P001
N002769,2,P199
N002777,2,P219
N002785,0,P094
N002793,0,P004
N002801,1,P122
N002809,1,P120
N002817,1,P002
N002825,5,P167
N002833,0,P120
N002841,0,P002
N002849,2,P020
N002857,0,P004
N002865,0,P004
N002873,4,P175
N002881,0,P016
N002889,2,P094
N002897,4,P227
N002905,2,P073
N002913,0,P181
N002921,0,P002
N002929,5,P088
N002937,3,P017
N002945,1,P001
N002953,0,P029
N002961,5,P234
N002969,0,P183
N002977,0,P094
N002985,0,P140
N002993,5,P018
N003001,4,P003
N003009,2,P189
N003017,0,P106
N003025,2,P094
N003033,0,P073
N003041,1,P181
N003049,1,P217
N003057,5,P183
N003065,0,P240
N003073,0,P002
N003081,4,P115
N003089,5,P203
N003097,0,P094
N003105,1,P094
N003113,2,P063
N003121,2,P004
N003129,0,P240
N003137,2,P005
N003145,2,P177
N003153,2,P215
N003161,1,P002
N003169,2,P002
N003177,4,P228
N003185,0,P215
N003193,0,P004
N003201,4,P002
N003209,0,P215
N003217,0,P049
N003225,2,P200
N003233,1,P006
N003241,1,P247
N003249,3,P006
N003257,2,P003
N003265,0,P117
N003273,2,P020
N003281,0,P112
N003289,6,P003
N003297,2,P004
N003305,0,P006
N003313,0,P005
N003321,3,P088
N003329,0,P075
N003337,3,P044
N003345,4,P143
N003353,2,P094
N003361,3,P024
N003369,0,P005
N003377,1,P103
N003385,0,P008
N003393,3,P136
N003401,2,P225
N003409,0,P002
N003417,1,P211
N003425,3,P091
N003433,1,P094
N003441,0,P200
N003449,0,P142
N003457,4,P177
N003465,2,P251
N003473,0,P020
N003481,4,P255
N003489,0,P042
N003497,4,P094
N003505,0,P229
N003513,2,P020
N003521,0,P247
N003529,5,P149
N003537,1,P003
N003545,1,P006
N003553,3,P003
N003561,0,P005
N003569,1,P005
N003577,0,P094
N003585,6,P004
N003593,0,P245
N003601,2,P044
N003609,2,P005
N003617,2,P054
N003625,2,P211
N003633,1,P200
N003641,7,P020
N003649,0,P006
N003657,0,P094
N003665,1,P172
N003673,0,P094
N003681,6,P004
N003689,0,P001
N003697,1,P001
N003705,4,P094
N003713,0,P003
N003721,1,P073
N003729,0,P044
N003737,0,P001
N003745,4,P003
N003753,0,P006
N003761,0,P008
N003769,0,P094
N003777,0,P005
N003785,7,P200
N003793,0,P146
N003801,1,P004
N003809,3,P053
N003817,0,P013
N003825,0,P242
N003833,6,P094
N003841,4,P004
N003849,0,P005
N003857,0,P159
N003865,2,P002
N003873,6,P216
N003881,0,P225
N003889,0,P094
N003897,0,P059
N003905,2,P004
N003913,0,P020
N003921,7,P039
N003929,0,P005
N003937,0,P248
N003945,1,P247
N003953,0,P005
N003961,0,P108
N003969,7,P098
N003977,1,P003
N003985,0,P026
N003993,0,P168
N004001,0,P004
N004009,0,P094
N004017,0,P013
N004025,2,P122
N004033,2,P257
N004041,0,P005
N004049,0,P006
N004057,0,P005
N004065,4,P004
N004073,3,P213
N004081,5,P001
N004089,2,P227
N004097,2,P176
N004105,0,P044
N004113,0,P203
N004121,3,P240
N004129,0,P120
N004137,0,P001
N004145,0,P020
N004153,2,P220
N004161,4,P094
N004169,1,P027
N004177,3,P240
N004185,1,P257
N004193,0,P001
N004201,0,P244
N004209,0,P044
N004217,0,P001
N004225,4,P044
N004233,2,P106
N004241,0,P003
N004249,7,P255
N004257,0,P165
N004265,6,P044
N004273,3,P094
N004281,0,P006
N004289,3,P094
N004297,0,P002
N004305,0,P001
N004313,0,P060
N004321,0,P094
N004329,5,P094
N004337,3,P094
N004345,3,P003
N004353,6,P078
N004361,6,P004
N004369,1,P089
N004377,2,P103
N004385,7,P041
N004393,7,P057
N004401,4,P001
N004409,0,P094
N004417,0,P004
N004425,2,P002
N004433,4,P004
N004441,4,P004
N004449,0,P221
N004457,4,P215
N004465,0,P002
N004473,2,P128
N004481,0,P001
N004489,3,P006
N004497,3,P094
N004505,2,P094
N004513,3,P005
N004521,4,P020
N004529,1,P131
N004537,3,P005
N004545,6,P049
N004553,1,P094
N004561,0,P001
N004569,0,P003
N004577,3,P020
N004585,0,P215
N004593,0,P013
N004601,0,P240
N004609,3,P002
N004617,0,P002
N004625,1,P001
N004633,5,P003
N004641,2,P141
N004649,0,P181
N004657,4,P004
N004665,2,P065
N004673,0,P191
N004681,0,P217
N004689,2,P240
N004697,0,P094
N004705,6,P088
N004713,3,P255
N004721,0,P002
N004729,0,P004
N004737,0,P003
N004745,1,P049
N004753,0,P246
N004761,0,P189
N004769,0,P006
N004777,4,P005
N004785,0,P005
N004793,0,P005
N004801,1,P002
N004809,0,P001
N004817,0,P004
N004825,3,P246
N004833,4,P006
N004841,0,P003
N004849,0,P199
N004857,4,P094
N004865,1,P146
N004873,0,P065
N004881,1,P166
N004889,0,P005
N004897,2,P094
N004905,4,P218
N004913,1,P021
N004921,4,P045
N004929,1,P094
N004937,1,P004
N004945,2,P005
N004953,4,P094
N004961,0,P003
N004969,7,P001
N004977,0,P077
N004985,1,P238
N004993,0,P005
N005001,0,P018
N005009,0,P004
N005017,0,P120
N005025,0,P240
N005033,0,P050
N005041,2,P146
N005049,1,P094
N005057,2,P200
N005065,5,P060
N005073,2,P061
N005081,0,P213
N005089,0,P020
N005097,0,P215
N005105,4,P250
N005113,0,P091
N005121,2,P232
N005129,3,P094
N005137,1,P154
N005145,1,P094
N005153,4,P116
N005161,7,P143
N005169,1,P003
N005177,0,P004
N005185,0,P131
N005193,1,P240
N005201,8,P004
N005209,0,P069
N005217,1,P005
N005225,1,P004
N005233,0,P003
N005241,3,P227
N005249,5,P001
N005257,2,P002
N005265,0,P004
N005273,0,P002
N005281,5,P118
N005289,0,P005
N005297,4,P006
N005305,4,P094
N005313,0,P094
N005321,4,P044
N005329,0,P131
N005337,0,P003
N005345,0,P001
N005353,1,P005
N005361,1,P183
N005369,0,P005
N005377,0,P094
N005385,0,P002
N005393,2,P211
N005401,2,P106
N005409,0,P094
N005417,3,P044
N005425,1,P146
N005433,1,P094
N005441,4,P146
N005449,3,P094
N005457,0,P186
N005465,1,P020
N005473,0,P001
N005481,0,P142
N005489,1,P003
N005497,3,P003
N005505,5,P073
N005513,0,P001
N005521,3,P181
N005529,0,P075
N005537,0,P088
N005545,2,P059
N005553,3,P106
N005561,0,P094
N005569,5,P094
N005577,1,P048
N005585,1,P020
N005593,2,P004
N005601,0,P094
N005609,6,P240
N005617,4,P002
N005625,2,P041
N005633,0,P006
N005641,0,P253
N005649,0,P020
N005657,1,P202
N005665,1,P001
N005673,2,P014
N005681,0,P005
N005689,0,P005
N005697,0,P166
N005705,0,P143
N005713,0,P077
N005721,5,P023
N005729,2,P001
N005737,0,P005
N005745,1,P240
N005753,0,P069
N005761,0,P006
N005769,0,P094
N005777,3,P094
N005785,4,P197
N005793,6,P002
N005801,0,P005
N005809,0,P004
N005817,1,P039
N005825,2,P215
N005833,1,P240
N005841,1,P002
N005849,0,P003
N005857,1,P094
N005865,0,P240
N005873,0,P002
N005881,1,P120
N005889,0,P006
N005897,1,P003
N005905,1,P020
N005913,0,P096
N005921,0,P075
N005929,2,P213
N005937,4,P094
N005945,0,P147
N005953,1,P040
N005961,3,P200
N005969,0,P094
N005977,0,P136
N005985,2,P004
N005993,0,P056
N006001,0,P235
N006009,0,P006
N006017,6,P141
N006025,2,P074
N006033,1,P094
N006041,0,P003
N006049,0,P002
N006057,5,P004
N006065,2,P004
N006073,0,P028
N006081,2,P004
N006089,1,P204
N006097,5,P094
N006105,8,P094
N006113,1,P003
N006121,7,P004
N006129,2,P001
N006137,1,P006
N006145,1,P064
N006153,6,P004
N006161,1,P003
N006169,4,P029
N006177,3,P215
N006185,3,P228
N006193,0,P020
N006201,0,P122
N006209,0,P001
N006217,4,P204
N006225,3,P001
N006233,0,P181
N006241,0,P004
N006249,1,P094
N006257,4,P004
N006265,1,P213
N006273,1,P229
N006281,0,P003
N006289,4,P020
N006297,0,P006
N006305,5,P094
N006313,0,P101
N006321,4,P053
N006329,1,P041
N006337,5,P181
N006345,0,P238
N006353,0,P003
N006361,0,P167
N006369,1,P005
N006377,3,P130
N006385,0,P004
N006393,5,P001
N006401,0,P003
N006409,7,P094
N006417,0,P094
N006425,2,P094
N006433,5,P005
N006441,0,P003
N006449,2,P003
N006457,0,P003
N006465,1,P094
N006473,1,P003
N006481,3,P006
N006489,5,P073
N006497,3,P215
N006505,3,P020
N006513,1,P142
N006521,2,P006
N006529,2,P195
N006537,1,P004
N006545,1,P156
N006553,3,P094
N006561,0,P094
N006569,0,P005
N006577,0,P006
N006585,5,P073
N006593,2,P006
N006601,3,P001
N006609,5,P038
N006617,5,P240
N006625,5,P006
N006633,0,P005
N006641,1,P189
N006649,1,P020
N006657,2,P094
N006665,2,P005
N006673,3,P094
N006681,6,P167
N006689,0,P094
N006697,1,P003
N006705,1,P004
N006713,8,P189
N006721,8,P120
N006729,0,P020
N006737,0,P215
N006745,0,P003
N006753,0,P002
N006761,2,P094
N006769,0,P071
N006777,1,P004
N006785,3,P094
N006793,2,P215
N006801,0,P003
N006809,8,P094
N006817,3,P051
N006825,3,P098
N006833,0,P094
N006841,6,P006
N006849,2,P129
N006857,2,P094
N006865,2,P141
N006873,0,P007
N006881,0,P221
N006889,3,P094
N006897,6,P002
N006905,3,P189
N006913,3,P007
N006921,4,P260
N006929,0,P114
N006937,1,P005
N006945,2,P094
N006953,1,P094
N006961,1,P044
N006969,0,P108
N006977,4,P215
N006985,0,P094
N006993,3,P165
N007001,7,P020
N007009,0,P151
N007017,3,P067
N007025,6,P260
N007033,0,P003
N007041,0,P059
N007049,0,P094
N007057,0,P002
N007065,0,P004
N007073,1,P004
N007081,0,P197
N007089,4,P167
N007097,3,P005
N007105,1,P105
N007113,2,P061
N007121,0,P094
N007129,7,P143
N007137,0,P240
N007145,2,P003
N007153,0,P001
N007161,1,P227
N007169,3,P215
N007177,1,P005
N007185,0,P002
N007193,0,P002
N007201,4,P010
N007209,0,P081
N007217,7,P002
N007225,0,P229
N007233,0,P005
N007241,2,P146
N007249,0,P005
N007257,0,P006
N007265,0,P001
N007273,4,P003
N007281,0,P004
N007289,0,P001
N007297,2,P053
N007305,1,P020
N007313,2,P205
N007321,4,P094
N007329,0,P094
N007337,0,P215
N007345,4,P146
N007353,4,P002
N007361,0,P001
N007369,2,P006
N007377,0,P006
N007385,0,P127
N007393,0,P094
N007401,0,P002
N007409,3,P003
N007417,4,P044
N007425,3,P002
N007433,0,P042
N007441,0,P006
N007449,0,P002
N007457,5,P122
N007465,5,P005
N007473,1,P163
N007481,4,P094
N007489,4,P003
N007497,1,P005
N007505,1,P020
N007513,3,P003
N007521,1,P020
N007529,0,P005
N007537,3,P094
N007545,2,P076
N007553,1,P094
N007561,1,P094
N007569,5,P057
N007577,1,P187
N007585,2,P002
N007593,0,P005
N007601,2,P129
N007609,3,P129
N007617,1,P020
N007625,6,P005
N007633,1,P051
N007641,0,P003
N007649,0,P004
N007657,5,P003
N007665,1,P189
N007673,0,P001
N007681,6,P005
N007689,0,P006
N007697,4,P006
N007705,1,P002
N007713,4,P133
N007721,5,P006
N007729,3,P075
N007737,0,P060
N007745,0,P241
N007753,2,P042
N007761,3,P038
N007769,3,P094
N007777,6,P060
N007785,5,P020
N007793,4,P005
N007801,2,P006
N007809,2,P001
N007817,2,P006
N007825,2,P002
N007833,3,P240
N007841,1,P002
N007849,0,P006
N007857,4,P236
N007865,3,P006
N007873,1,P088
N007881,5,P020
N007889,0,P006
N007897,1,P001
N007905,0,P094
N007913,0,P094
N007921,1,P003
N007929,0,P229
N007937,1,P005
N007945,0,P084
N007953,5,P072
N007961,0,P100
N007969,5,P059
N007977,1,P094
N007985,1,P258
N007993,1,P072
N008001,3,P056
N008009,5,P020
N008017,1,P001
N008025,7,P129
N008033,1,P211
N008041,2,P148
N008049,1,P248
N008057,2,P108
N008065,3,P185
N008073,2,P070
N008081,4,P006
N008089,1,P081
N008097,0,P094
N008105,5,P236
N008113,0,P090
N008121,0,P044
N008129,2,P041
N008137,0,P005
N008145,1,P001
N008153,1,P094
N008161,1,P002
N008169,0,P002
N008177,3,P053
N008185,1,P002
N008193,3,P003
N008201,1,P003
N008209,4,P136
N008217,2,P061
N008225,0,P001
N008233,0,P065
N008241,3,P002
N008249,0,P001
N008257,6,P086
N008265,0,P004
N008273,4,P044
N008281,0,P200
N008289,2,P020
N008297,0,P242
N008305,0,P001
N008313,0,P001
N008321,0,P004
N008329,3,P216
N008337,2,P238
N008345,2,P094
N008353,1,P231
N008361,1,P094
N008369,4,P052
N008377,0,P017
N008385,2,P044
N008393,0,P038
N008401,0,P005
N008409,1,P094
N008417,0,P004
N008425,0,P094
N008433,0,P164
N008441,4,P005
N008449,0,P084
N008457,0,P046
N008465,1,P002
N008473,0,P094
N008481,0,P006
N008489,1,P003
N008497,1,P005
N008505,7,P004
N008513,2,P021
N008521,0,P158
N008529,4,P181
N008537,1,P001
N008545,2,P071
N008553,6,P003
N008561,1,P048
N008569,4,P136
N008577,1,P006
N008585,0,P002
N008593,1,P059
N008601,3,P094
N008609,5,P002
N008617,1,P071
N008625,0,P002
N008633,7,P003
N008641,6,P004
N008649,4,P216
N008657,2,P005
N008665,1,P064
N008673,7,P044
N008681,3,P094
N008689,4,P044
N008697,0,P005
N008705,0,P189
N008713,1,P002
N008721,0,P006
N008729,0,P006
N008737,0,P207
N008745,0,P209
N008753,2,P169
N008761,0,P141
N008769,0,P177
N008777,1,P001
N008785,0,P013
N008793,2,P001
N008801,0,P193
N008809,2,P044
N008817,4,P094
N008825,4,P001
N008833,7,P060
N008841,7,P041
N008849,5,P003
N008857,4,P215
N008865,1,P240
N008873,2,P004
N008881,3,P020
N008889,1,P094
N008897,4,P094
N008905,8,P042
N008913,0,P003
N008921,0,P184
N008929,0,P002
N008937,1,P151
N008945,6,P002
N008953,2,P111
N008961,0,P189
N008969,0,P005
N008977,7,P071
N008985,2,P002
N008993,2,P168
N009001,2,P146
N009009,0,P003
N009017,6,P207
N009025,8,P228
N009033,0,P216
N009041,0,P222
N009049,1,P005
N009057,1,P004
N009065,0,P005
N009073,2,P004
N009081,0,P229
N009089,6,P094
N009097,3,P044
N009105,2,P240
N009113,0,P156
N009121,2,P053
N009129,0,P094
N009137,2,P094
N009145,0,P240
N009153,0,P028
N009161,3,P183
N009169,0,P002
N009177,0,P094
N009185,4,P020
N009193,0,P037
N009201,3,P255
N009209,0,P221
N009217,0,P223
N009225,0,P003
N009233,0,P003
N009241,3,P183
N009249,1,P003
N009257,2,P241
N009265,3,P004
N009273,4,P129
N009281,1,P002
N009289,0,P094
N009297,0,P005
N009305,2,P122
N009313,0,P194
N009321,3,P094
N009329,0,P013
N009337,1,P040
N009345,2,P004
N009353,5,P038
N009361,2,P002
N009369,0,P006
N009377,0,P020
N009385,4,P227
N009393,3,P137
N009401,1,P097
N009409,0,P006
N009417,4,P249
N009425,5,P002
N009433,7,P003
N009441,2,P020
N009449,4,P094
N009457,0,P231
N009465,3,P192
N009473,2,P001
N009481,3,P234
N009489,0,P003
N009497,2,P001
N009505,6,P214
N009513,0,P094
N009521,0,P005
N009529,0,P151
N009537,0,P254
N009545,0,P107
N009553,3,P004
N009561,0,P002
N009569,2,P189
N009577,4,P006
N009585,1,P002
N009593,1,P020
N009601,3,P001
N009609,0,P001
N009617,1,P005
N009625,4,P006
N009633,2,P004
N009641,0,P005
N009649,1,P001
N009657,0,P001
N009665,0,P003
N009673,7,P006
N009681,0,P238
N009689,3,P004
N009697,0,P005
N009705,5,P172
N009713,2,P005
N009721,3,P005
N009729,1,P094
N009737,3,P183
N009745,2,P002
N009753,5,P240
N009761,1,P004
N009769,7,P004
N009777,5,P003
N009785,3,P073
N009793,2,P227
N009801,1,P001
N009809,1,P094
N009817,2,P020
N009825,2,P006
N009833,0,P131
N009841,0,P003
N009849,3,P088
N009857,2,P224
N009865,5,P088
N009873,0,P196
N009881,3,P006
N009889,2,P094
N009897,3,P094
N009905,0,P126
N009913,0,P049
N009921,6,P134
N009929,1,P039
N009937,3,P094
N009945,0,P003
N009953,4,P180
N009961,0,P001
N009969,0,P004
N009977,2,P020
N009985,1,P001
N009993,2,P199
N010001,2,P002
N010009,0,P260
N010017,0,P021
N010025,6,P044
N010033,1,P124
N010041,3,P181
N010049,5,P180
N010057,1,P020
N010065,0,P240
N010073,3,P004
N010081,1,P094
N010089,0,P094
N010097,0,P003
N010105,0,P005
N010113,4,P223
N010121,1,P001
N010129,0,P088
N010137,1,P094
N010145,2,P094
N010153,0,P094
N010161,6,P195
N010169,2,P094
N010177,0,P005
N010185,1,P006
N010193,0,P240
N010201,1,P044
N010209,0,P004
N010217,0,P240
N010225,0,P198
N010233,0,P232
N010241,2,P124
N010249,0,P005
N010257,2,P001
N010265,0,P056
N010273,0,P094
N010281,2,P240
N010289,1,P004
N010297,0,P004
N010305,0,P094
N010313,1,P004
N010321,0,P001
N010329,3,P227
N010337,3,P094
N010345,0,P006
N010353,5,P002
N010361,6,P255
N010369,0,P094
N010377,0,P005
N010385,0,P221
N010393,2,P020
N010401,5,P178
N010409,0,P002
N010417,4,P002
N010425,8,P213
N010433,0,P021
N010441,1,P001
N010449,0,P094
N010457,1,P002
N010465,3,P094
N010473,0,P006
N010481,1,P075
N010489,1,P003
N010497,4,P002
N010505,3,P005
N010513,3,P001
N010521,1,P051
N010529,2,P129
N010537,2,P227
N010545,0,P181
N010553,1,P094
N010561,4,P004
N010569,1,P006
N010577,1,P217
N010585,1,P004
N010593,0,P219
N010601,0,P094
N010609,0,P005
N010617,0,P094
N010625,2,P014
N010633,2,P020
N010641,4,P094
N010649,0,P073
N010657,0,P002
N010665,6,P127
N010673,4,P088
N010681,6,P175
N010689,1,P006
N010697,0,P254
N010705,3,P031
N010713,1,P094
N010721,0,P215
N010729,5,P094
N010737,1,P094
N010745,0,P002
N010753,5,P001
N010761,6,P073
N010769,0,P003
N010777,4,P215
N010785,4,P094
N010793,4,P042
N010801,3,P180
N010809,1,P183
N010817,2,P005
N010825,1,P215
N010833,0,P005
N010841,3,P106
N010849,0,P020
N010857,4,P004
N010865,1,P227
N010873,2,P005
N010881,1,P004
N010889,0,P129
N010897,4,P094
N010905,3,P001
N010913,0,P002
N010921,0,P067
N010929,5,P235
N010937,0,P005
N010945,1,P250
N010953,3,P230
N010961,0,P240
N010969,1,P232
N010977,0,P240
N010985,2,P002
N010993,0,P020
N011001,0,P004
N011009,0,P001
N011017,2,P001
N011025,1,P094
N011033,3,P002
N011041,1,P001
N011049,6,P073
N011057,0,P004
N011065,3,P181
N011073,1,P006
N011081,1,P005
N011089,0,P152
N011097,0,P001
N011105,1,P005
N011113,1,P112
N011121,1,P238
N011129,3,P006
N011137,0,P200
N011145,1,P157
N011153,0,P094
N011161,3,P020
N011169,2,P112
N011177,0,P217
N011185,1,P094
N011193,0,P003
N011201,0,P094
N011209,0,P003
N011217,3,P141
N011225,3,P003
N011233,1,P048
N011241,2,P004
N011249,0,P094
N011257,3,P094
N011265,0,P061
N011273,0,P098
N011281,1,P003
N011289,0,P062
N011297,0,P001
N011305,8,P020
N011313,2,P094
N011321,0,P189
N011329,0,P006
N011337,0,P044
N011345,1,P005
N011353,3,P006
N011361,0,P006
N011369,2,P036
N011377,0,P069
N011385,5,P096
N011393,1,P003
N011401,4,P047
N011409,5,P002
N011417,2,P222
N011425,5,P088
N011433,8,P001
N011441,3,P105
N011449,3,P005
N011457,2,P217
N011465,4,P017
N011473,1,P005
N011481,3,P003
N011489,0,P020
N011497,1,P003
N011505,0,P094
N011513,3,P091
N011521,4,P005
N011529,1,P004
N011537,1,P157
N011545,3,P241
N011553,0,P209
N011561,6,P004
N011569,6,P003
N011577,1,P200
N011585,0,P001
N011593,0,P002
N011601,2,P191
N011609,0,P049
N011617,0,P006
N011625,0,P005
N011633,0,P094
N011641,1,P208
N011649,0,P136
N011657,0,P229
N011665,0,P005
N011673,4,P257
N011681,2,P181
N011689,3,P020
N011697,0,P177
N011705,4,P259
N011713,0,P002
N011721,0,P003
N011729,0,P003
N011737,0,P005
N011745,0,P005
N011753,1,P003
N011761,2,P003
N011769,7,P006
N011777,0,P079
N011785,2,P255
N011793,2,P004
N011801,0,P006
N011809,1,P094
N011817,0,P094
N011825,2,P027
N011833,2,P189
N011841,1,P084
N011849,0,P002
N011857,0,P004
N011865,2,P005
N011873,0,P213
N011881,4,P004
N011889,2,P004
N011897,0,P107
N011905,2,P188
N011913,0,P094
N011921,1,P002
N011929,0,P005
N011937,0,P181
N011945,7,P094
N011953,2,P003
N011961,0,P006
N011969,4,P094
N011977,0,P016
N011985,0,P181
N011993,1,P031
N000002,0,P002
N000010,3,P004
N000018,0,P094
N000026,0,P001
N000034,2,P225
N000042,4,P006
N000050,4,P225
N000058,5,P001
N000066,0,P112
N000074,1,P238
N000082,0,P006
N000090,5,P236
N000098,2,P002
N000106,0,P028
N000114,6,P004
N000122,2,P189
N000130,2,P122
N000138,0,P255
N000146,3,P096
N000154,3,P089
N000162,0,P002
N000170,5,P137
N000178,1,P094
N000186,2,P001
N000194,1,P205
N000202,5,P017
N000210,0,P001
N000218,3,P146
N000226,1,P003
N000234,1,P004
N000242,4,P088
N000250,0,P006
N000258,6,P005
N000266,5,P080
N000274,0,P005
N000282,3,P019
N000290,0,P081
N000298,0,P094
N000306,6,P004
N000314,4,P002
N000322,5,P215
N000330,0,P006
N000338,1,P001
N000346,0,P002
N000354,2,P181
N000362,3,P094
N000370,0,P084
N000378,3,P044
N000386,5,P001
N000394,0,P005
N000402,0,P002
N000410,4,P170
